date,year,month,lst,ndvi,site,land_cover
2024-11-01,2024,11,22.34,0.3479,Lower_Galilee_Mixed,Mixed
2024-12-01,2024,12,16.24,0.38305,Lower_Galilee_Mixed,Mixed
2025-01-01,2025,1,14.55,0.40925,Lower_Galilee_Mixed,Mixed
2025-02-01,2025,2,13.72,0.45225,Lower_Galilee_Mixed,Mixed
2025-03-01,2025,3,20.46,0.42915000000000003,Lower_Galilee_Mixed,Mixed
2025-04-01,2025,4,27.15,0.3425,Lower_Galilee_Mixed,Mixed
2025-05-01,2025,5,34.38,0.32255,Lower_Galilee_Mixed,Mixed
2025-06-01,2025,6,37.12,0.30915000000000004,Lower_Galilee_Mixed,Mixed
2025-07-01,2025,7,37.84,0.2731,Lower_Galilee_Mixed,Mixed
2025-08-01,2025,8,34.95,0.29945,Lower_Galilee_Mixed,Mixed
2025-09-01,2025,9,34.11,0.33105,Lower_Galilee_Mixed,Mixed
2025-10-01,2025,10,28.63,0.2979,Lower_Galilee_Mixed,Mixed
2025-11-01,2025,11,24.34,0.29600000000000004,Lower_Galilee_Mixed,Mixed
2025-12-01,2025,12,13.53,0.4175,Lower_Galilee_Mixed,Mixed
2026-01-01,2026,1,10.84,0.4369,Lower_Galilee_Mixed,Mixed
2026-02-01,2026,2,15.28,0.41655,Lower_Galilee_Mixed,Mixed
2026-03-01,2026,3,16.32,0.42855,Lower_Galilee_Mixed,Mixed
2026-04-01,2026,4,23.44,0.4273,Lower_Galilee_Mixed,Mixed
2026-05-01,2026,5,27.81,0.3926,Lower_Galilee_Mixed,Mixed
2000-02-01,2000,2,19.45,0.1756,Nazareth_Urban,Urban
2000-03-01,2000,3,22.4,0.19280000000000003,Nazareth_Urban,Urban
2000-04-01,2000,4,28.17,0.20375,Nazareth_Urban,Urban
2000-05-01,2000,5,35.16,0.1753,Nazareth_Urban,Urban
2000-06-01,2000,6,39.11,0.16435,Nazareth_Urban,Urban
2000-07-01,2000,7,40.31,0.1605,Nazareth_Urban,Urban
2000-08-01,2000,8,38.69,0.15510000000000002,Nazareth_Urban,Urban
2000-09-01,2000,9,36.21,0.14895,Nazareth_Urban,Urban
2000-10-01,2000,10,31.88,0.20095,Nazareth_Urban,Urban
2000-11-01,2000,11,25.39,0.2299,Nazareth_Urban,Urban
2000-12-01,2000,12,16.42,0.2645,Nazareth_Urban,Urban
2001-01-01,2001,1,16.18,0.25125,Nazareth_Urban,Urban
2001-02-01,2001,2,17.38,0.1998,Nazareth_Urban,Urban
2001-03-01,2001,3,27.44,0.20825,Nazareth_Urban,Urban
2001-04-01,2001,4,30.7,0.18185,Nazareth_Urban,Urban
2001-05-01,2001,5,36.24,0.16605,Nazareth_Urban,Urban
2001-06-01,2001,6,40.52,0.16235,Nazareth_Urban,Urban
2001-07-01,2001,7,39.61,0.15605,Nazareth_Urban,Urban
2001-08-01,2001,8,38.65,0.15175,Nazareth_Urban,Urban
2001-09-01,2001,9,35.86,0.1445,Nazareth_Urban,Urban
2001-10-01,2001,10,32.67,0.1608,Nazareth_Urban,Urban
2001-11-01,2001,11,22.69,0.18095,Nazareth_Urban,Urban
2001-12-01,2001,12,16.47,0.22215000000000001,Nazareth_Urban,Urban
2002-01-01,2002,1,13.9,0.24319999999999997,Nazareth_Urban,Urban
2002-02-01,2002,2,17.96,0.19095,Nazareth_Urban,Urban
2002-03-01,2002,3,25.44,0.21200000000000002,Nazareth_Urban,Urban
2002-04-01,2002,4,27.74,0.1887,Nazareth_Urban,Urban
2002-05-01,2002,5,33.79,0.18355,Nazareth_Urban,Urban
2002-06-01,2002,6,38.04,0.1693,Nazareth_Urban,Urban
2002-07-01,2002,7,38.94,0.1671,Nazareth_Urban,Urban
2002-08-01,2002,8,37.36,0.1612,Nazareth_Urban,Urban
2002-09-01,2002,9,35.75,0.15439999999999998,Nazareth_Urban,Urban
2002-10-01,2002,10,32.11,0.1482,Nazareth_Urban,Urban
2002-11-01,2002,11,25.35,0.19915,Nazareth_Urban,Urban
2002-12-01,2002,12,16.51,0.19674999999999998,Nazareth_Urban,Urban
2003-01-01,2003,1,17.05,0.202,Nazareth_Urban,Urban
2003-02-01,2003,2,13.94,0.1869,Nazareth_Urban,Urban
2003-03-01,2003,3,17.64,0.19855,Nazareth_Urban,Urban
2003-04-01,2003,4,27.99,0.22105,Nazareth_Urban,Urban
2003-05-01,2003,5,35.3,0.1864,Nazareth_Urban,Urban
2003-06-01,2003,6,37.64,0.1658,Nazareth_Urban,Urban
2003-07-01,2003,7,38.71,0.16765,Nazareth_Urban,Urban
2003-08-01,2003,8,38.04,0.1577,Nazareth_Urban,Urban
2003-09-01,2003,9,35.14,0.159,Nazareth_Urban,Urban
2003-10-01,2003,10,32.04,0.1503,Nazareth_Urban,Urban
2003-11-01,2003,11,23.97,0.19014999999999999,Nazareth_Urban,Urban
2003-12-01,2003,12,15.76,0.21675,Nazareth_Urban,Urban
2004-01-01,2004,1,15.19,0.2375,Nazareth_Urban,Urban
2004-02-01,2004,2,16.26,0.2031,Nazareth_Urban,Urban
2004-03-01,2004,3,23.79,0.21889999999999998,Nazareth_Urban,Urban
2004-04-01,2004,4,30.25,0.1933,Nazareth_Urban,Urban
2004-05-01,2004,5,33.12,0.1744,Nazareth_Urban,Urban
2004-06-01,2004,6,37.29,0.16835,Nazareth_Urban,Urban
2004-07-01,2004,7,39.14,0.16570000000000001,Nazareth_Urban,Urban
2004-08-01,2004,8,38.0,0.15645,Nazareth_Urban,Urban
2004-09-01,2004,9,36.53,0.15395,Nazareth_Urban,Urban
2004-10-01,2004,10,32.33,0.16310000000000002,Nazareth_Urban,Urban
2004-11-01,2004,11,25.34,0.1956,Nazareth_Urban,Urban
2004-12-01,2004,12,14.87,0.21015,Nazareth_Urban,Urban
2005-01-01,2005,1,13.12,0.22355,Nazareth_Urban,Urban
2005-02-01,2005,2,17.13,0.18009999999999998,Nazareth_Urban,Urban
2005-03-01,2005,3,24.56,0.189,Nazareth_Urban,Urban
2005-04-01,2005,4,29.99,0.19655,Nazareth_Urban,Urban
2005-05-01,2005,5,34.33,0.1748,Nazareth_Urban,Urban
2005-06-01,2005,6,35.97,0.16820000000000002,Nazareth_Urban,Urban
2005-07-01,2005,7,39.05,0.16785,Nazareth_Urban,Urban
2005-08-01,2005,8,37.64,0.15425,Nazareth_Urban,Urban
2005-09-01,2005,9,35.72,0.1596,Nazareth_Urban,Urban
2005-10-01,2005,10,30.99,0.151,Nazareth_Urban,Urban
2005-11-01,2005,11,21.71,0.2021,Nazareth_Urban,Urban
2005-12-01,2005,12,19.88,0.2222,Nazareth_Urban,Urban
2006-01-01,2006,1,14.75,0.23335,Nazareth_Urban,Urban
2006-02-01,2006,2,17.86,0.1903,Nazareth_Urban,Urban
2006-03-01,2006,3,21.82,0.2005,Nazareth_Urban,Urban
2006-04-01,2006,4,29.55,0.19524999999999998,Nazareth_Urban,Urban
2006-05-01,2006,5,34.21,0.1728,Nazareth_Urban,Urban
2006-06-01,2006,6,37.38,0.1704,Nazareth_Urban,Urban
2006-07-01,2006,7,37.29,0.1619,Nazareth_Urban,Urban
2006-08-01,2006,8,38.13,0.1622,Nazareth_Urban,Urban
2006-09-01,2006,9,36.02,0.15165,Nazareth_Urban,Urban
2006-10-01,2006,10,31.59,0.1653,Nazareth_Urban,Urban
2006-11-01,2006,11,20.81,0.2373,Nazareth_Urban,Urban
2006-12-01,2006,12,16.58,0.2319,Nazareth_Urban,Urban
2007-01-01,2007,1,14.61,0.23965,Nazareth_Urban,Urban
2007-02-01,2007,2,16.97,0.19825,Nazareth_Urban,Urban
2007-03-01,2007,3,21.93,0.1854,Nazareth_Urban,Urban
2007-04-01,2007,4,27.24,0.20074999999999998,Nazareth_Urban,Urban
2007-05-01,2007,5,34.17,0.18225,Nazareth_Urban,Urban
2007-06-01,2007,6,38.7,0.17295,Nazareth_Urban,Urban
2007-07-01,2007,7,38.4,0.17015000000000002,Nazareth_Urban,Urban
2007-08-01,2007,8,37.72,0.1622,Nazareth_Urban,Urban
2007-09-01,2007,9,35.41,0.1582,Nazareth_Urban,Urban
2007-10-01,2007,10,31.16,0.1437,Nazareth_Urban,Urban
2007-11-01,2007,11,23.63,0.16599999999999998,Nazareth_Urban,Urban
2007-12-01,2007,12,16.19,0.20775,Nazareth_Urban,Urban
2008-01-01,2008,1,11.8,0.23204999999999998,Nazareth_Urban,Urban
2008-02-01,2008,2,14.73,0.1824,Nazareth_Urban,Urban
2008-03-01,2008,3,27.01,0.20415,Nazareth_Urban,Urban
2008-04-01,2008,4,31.6,0.1891,Nazareth_Urban,Urban
2008-05-01,2008,5,35.77,0.17804999999999999,Nazareth_Urban,Urban
2008-06-01,2008,6,38.79,0.1651,Nazareth_Urban,Urban
2008-07-01,2008,7,39.86,0.1637,Nazareth_Urban,Urban
2008-08-01,2008,8,38.5,0.15585,Nazareth_Urban,Urban
2008-09-01,2008,9,35.9,0.1488,Nazareth_Urban,Urban
2008-10-01,2008,10,31.6,0.16925,Nazareth_Urban,Urban
2008-11-01,2008,11,23.84,0.2184,Nazareth_Urban,Urban
2008-12-01,2008,12,18.14,0.2152,Nazareth_Urban,Urban
2009-01-01,2009,1,13.13,0.23465,Nazareth_Urban,Urban
2009-02-01,2009,2,15.98,0.1855,Nazareth_Urban,Urban
2009-03-01,2009,3,17.2,0.19795000000000001,Nazareth_Urban,Urban
2009-04-01,2009,4,28.01,0.21195,Nazareth_Urban,Urban
2009-05-01,2009,5,35.16,0.17425000000000002,Nazareth_Urban,Urban
2009-06-01,2009,6,38.51,0.16915000000000002,Nazareth_Urban,Urban
2009-07-01,2009,7,39.13,0.1693,Nazareth_Urban,Urban
2009-08-01,2009,8,38.27,0.154,Nazareth_Urban,Urban
2009-09-01,2009,9,34.15,0.16194999999999998,Nazareth_Urban,Urban
2009-10-01,2009,10,32.22,0.154,Nazareth_Urban,Urban
2009-11-01,2009,11,21.6,0.2023,Nazareth_Urban,Urban
2009-12-01,2009,12,16.46,0.24595,Nazareth_Urban,Urban
2010-01-01,2010,1,17.73,0.26080000000000003,Nazareth_Urban,Urban
2010-02-01,2010,2,18.12,0.2077,Nazareth_Urban,Urban
2010-03-01,2010,3,24.27,0.21345,Nazareth_Urban,Urban
2010-04-01,2010,4,30.16,0.1838,Nazareth_Urban,Urban
2010-05-01,2010,5,34.3,0.17245,Nazareth_Urban,Urban
2010-06-01,2010,6,37.42,0.1708,Nazareth_Urban,Urban
2010-07-01,2010,7,37.63,0.1603,Nazareth_Urban,Urban
2010-08-01,2010,8,38.8,0.1598,Nazareth_Urban,Urban
2010-09-01,2010,9,35.6,0.15425,Nazareth_Urban,Urban
2010-10-01,2010,10,31.7,0.1519,Nazareth_Urban,Urban
2010-11-01,2010,11,28.51,0.19119999999999998,Nazareth_Urban,Urban
2010-12-01,2010,12,22.3,0.18,Nazareth_Urban,Urban
2011-01-01,2011,1,15.24,0.22775,Nazareth_Urban,Urban
2011-02-01,2011,2,18.21,0.1835,Nazareth_Urban,Urban
2011-03-01,2011,3,23.43,0.21384999999999998,Nazareth_Urban,Urban
2011-04-01,2011,4,26.29,0.2303,Nazareth_Urban,Urban
2011-05-01,2011,5,30.36,0.18805,Nazareth_Urban,Urban
2011-06-01,2011,6,36.42,0.17875000000000002,Nazareth_Urban,Urban
2011-07-01,2011,7,38.77,0.17059999999999997,Nazareth_Urban,Urban
2011-08-01,2011,8,37.62,0.15745,Nazareth_Urban,Urban
2011-09-01,2011,9,35.6,0.16465,Nazareth_Urban,Urban
2011-10-01,2011,10,31.06,0.154,Nazareth_Urban,Urban
2011-11-01,2011,11,20.15,0.20650000000000002,Nazareth_Urban,Urban
2011-12-01,2011,12,17.58,0.22255,Nazareth_Urban,Urban
2012-01-01,2012,1,13.6,0.2356,Nazareth_Urban,Urban
2012-02-01,2012,2,13.55,0.185,Nazareth_Urban,Urban
2012-03-01,2012,3,20.63,0.1792,Nazareth_Urban,Urban
2012-04-01,2012,4,30.52,0.1888,Nazareth_Urban,Urban
2012-05-01,2012,5,35.19,0.1681,Nazareth_Urban,Urban
2012-06-01,2012,6,37.74,0.16244999999999998,Nazareth_Urban,Urban
2012-07-01,2012,7,39.6,0.15955,Nazareth_Urban,Urban
2012-08-01,2012,8,39.81,0.15805,Nazareth_Urban,Urban
2012-09-01,2012,9,36.57,0.15410000000000001,Nazareth_Urban,Urban
2012-10-01,2012,10,32.51,0.17604999999999998,Nazareth_Urban,Urban
2012-11-01,2012,11,26.04,0.2438,Nazareth_Urban,Urban
2012-12-01,2012,12,15.71,0.2505,Nazareth_Urban,Urban
2013-01-01,2013,1,15.05,0.2256,Nazareth_Urban,Urban
2013-02-01,2013,2,19.0,0.17615,Nazareth_Urban,Urban
2013-03-01,2013,3,24.06,0.19705,Nazareth_Urban,Urban
2013-04-01,2013,4,32.9,0.1875,Nazareth_Urban,Urban
2013-05-01,2013,5,34.94,0.17759999999999998,Nazareth_Urban,Urban
2013-06-01,2013,6,37.39,0.1691,Nazareth_Urban,Urban
2013-07-01,2013,7,37.8,0.16720000000000002,Nazareth_Urban,Urban
2013-08-01,2013,8,38.15,0.15685,Nazareth_Urban,Urban
2013-09-01,2013,9,35.59,0.1566,Nazareth_Urban,Urban
2013-10-01,2013,10,30.52,0.1599,Nazareth_Urban,Urban
2013-11-01,2013,11,26.14,0.18675,Nazareth_Urban,Urban
2013-12-01,2013,12,14.81,0.2216,Nazareth_Urban,Urban
2014-01-01,2014,1,16.35,0.20535,Nazareth_Urban,Urban
2014-02-01,2014,2,19.73,0.1692,Nazareth_Urban,Urban
2014-03-01,2014,3,26.67,0.16785,Nazareth_Urban,Urban
2014-04-01,2014,4,31.21,0.1789,Nazareth_Urban,Urban
2014-05-01,2014,5,34.58,0.16645,Nazareth_Urban,Urban
2014-06-01,2014,6,37.67,0.1568,Nazareth_Urban,Urban
2014-07-01,2014,7,38.64,0.158,Nazareth_Urban,Urban
2014-08-01,2014,8,37.89,0.1531,Nazareth_Urban,Urban
2014-09-01,2014,9,33.86,0.1527,Nazareth_Urban,Urban
2014-10-01,2014,10,31.69,0.1592,Nazareth_Urban,Urban
2014-11-01,2014,11,22.5,0.1985,Nazareth_Urban,Urban
2014-12-01,2014,12,17.37,0.21915,Nazareth_Urban,Urban
2015-01-01,2015,1,15.42,0.2262,Nazareth_Urban,Urban
2015-02-01,2015,2,17.12,0.1846,Nazareth_Urban,Urban
2015-03-01,2015,3,21.98,0.18845,Nazareth_Urban,Urban
2015-04-01,2015,4,28.77,0.17185,Nazareth_Urban,Urban
2015-05-01,2015,5,34.46,0.17215000000000003,Nazareth_Urban,Urban
2015-06-01,2015,6,34.3,0.16605,Nazareth_Urban,Urban
2015-07-01,2015,7,38.1,0.16405,Nazareth_Urban,Urban
2015-08-01,2015,8,38.49,0.15795,Nazareth_Urban,Urban
2015-09-01,2015,9,35.78,0.1521,Nazareth_Urban,Urban
2015-10-01,2015,10,32.13,0.1722,Nazareth_Urban,Urban
2015-11-01,2015,11,22.59,0.19024999999999997,Nazareth_Urban,Urban
2015-12-01,2015,12,17.32,0.20045000000000002,Nazareth_Urban,Urban
2016-01-01,2016,1,15.68,0.20700000000000002,Nazareth_Urban,Urban
2016-02-01,2016,2,21.14,0.1552,Nazareth_Urban,Urban
2016-03-01,2016,3,22.44,0.20350000000000001,Nazareth_Urban,Urban
2016-04-01,2016,4,31.21,0.18165,Nazareth_Urban,Urban
2016-05-01,2016,5,34.15,0.17025,Nazareth_Urban,Urban
2016-06-01,2016,6,38.92,0.1624,Nazareth_Urban,Urban
2016-07-01,2016,7,39.46,0.16299999999999998,Nazareth_Urban,Urban
2016-08-01,2016,8,36.43,0.15725,Nazareth_Urban,Urban
2016-09-01,2016,9,35.84,0.15555,Nazareth_Urban,Urban
2016-10-01,2016,10,32.68,0.1543,Nazareth_Urban,Urban
2016-11-01,2016,11,21.96,0.1595,Nazareth_Urban,Urban
2016-12-01,2016,12,14.38,0.1857,Nazareth_Urban,Urban
2017-01-01,2017,1,13.72,0.20355,Nazareth_Urban,Urban
2017-02-01,2017,2,17.63,0.1706,Nazareth_Urban,Urban
2017-03-01,2017,3,25.48,0.18505,Nazareth_Urban,Urban
2017-04-01,2017,4,31.5,0.181,Nazareth_Urban,Urban
2017-05-01,2017,5,35.17,0.1712,Nazareth_Urban,Urban
2017-06-01,2017,6,38.25,0.16485,Nazareth_Urban,Urban
2017-07-01,2017,7,39.24,0.16670000000000001,Nazareth_Urban,Urban
2017-08-01,2017,8,38.04,0.15335,Nazareth_Urban,Urban
2017-09-01,2017,9,35.61,0.15925,Nazareth_Urban,Urban
2017-10-01,2017,10,30.94,0.1484,Nazareth_Urban,Urban
2017-11-01,2017,11,24.18,0.17185,Nazareth_Urban,Urban
2017-12-01,2017,12,17.94,0.20079999999999998,Nazareth_Urban,Urban
2018-01-01,2018,1,15.36,0.21034999999999998,Nazareth_Urban,Urban
2018-02-01,2018,2,18.45,0.18075,Nazareth_Urban,Urban
2018-03-01,2018,3,26.06,0.18725,Nazareth_Urban,Urban
2018-04-01,2018,4,31.61,0.1749,Nazareth_Urban,Urban
2018-05-01,2018,5,33.77,0.17215,Nazareth_Urban,Urban
2018-06-01,2018,6,37.55,0.16775,Nazareth_Urban,Urban
2018-07-01,2018,7,38.29,0.15915,Nazareth_Urban,Urban
2018-08-01,2018,8,36.42,0.1566,Nazareth_Urban,Urban
2018-09-01,2018,9,36.07,0.15034999999999998,Nazareth_Urban,Urban
2018-10-01,2018,10,29.63,0.1589,Nazareth_Urban,Urban
2018-11-01,2018,11,24.88,0.1835,Nazareth_Urban,Urban
2018-12-01,2018,12,16.95,0.203,Nazareth_Urban,Urban
2019-01-01,2019,1,14.78,0.24515,Nazareth_Urban,Urban
2019-02-01,2019,2,16.3,0.19519999999999998,Nazareth_Urban,Urban
2019-03-01,2019,3,21.98,0.2243,Nazareth_Urban,Urban
2019-04-01,2019,4,26.11,0.2117,Nazareth_Urban,Urban
2019-05-01,2019,5,36.49,0.18,Nazareth_Urban,Urban
2019-06-01,2019,6,36.24,0.1733,Nazareth_Urban,Urban
2019-07-01,2019,7,38.67,0.16475,Nazareth_Urban,Urban
2019-08-01,2019,8,36.83,0.16799999999999998,Nazareth_Urban,Urban
2019-09-01,2019,9,35.74,0.15695,Nazareth_Urban,Urban
2019-10-01,2019,10,31.86,0.1804,Nazareth_Urban,Urban
2019-11-01,2019,11,25.15,0.18764999999999998,Nazareth_Urban,Urban
2019-12-01,2019,12,18.38,0.1927,Nazareth_Urban,Urban
2020-01-01,2020,1,13.78,0.20379999999999998,Nazareth_Urban,Urban
2020-02-01,2020,2,16.83,0.18095,Nazareth_Urban,Urban
2020-03-01,2020,3,22.84,0.2089,Nazareth_Urban,Urban
2020-04-01,2020,4,28.59,0.19505,Nazareth_Urban,Urban
2020-05-01,2020,5,35.66,0.1885,Nazareth_Urban,Urban
2020-06-01,2020,6,36.73,0.17120000000000002,Nazareth_Urban,Urban
2020-07-01,2020,7,37.85,0.1741,Nazareth_Urban,Urban
2020-08-01,2020,8,37.43,0.17085,Nazareth_Urban,Urban
2020-09-01,2020,9,36.81,0.1635,Nazareth_Urban,Urban
2020-10-01,2020,10,33.56,0.1952,Nazareth_Urban,Urban
2020-11-01,2020,11,22.38,0.2202,Nazareth_Urban,Urban
2020-12-01,2020,12,17.48,0.23049999999999998,Nazareth_Urban,Urban
2021-01-01,2021,1,16.96,0.2402,Nazareth_Urban,Urban
2021-02-01,2021,2,18.83,0.20665,Nazareth_Urban,Urban
2021-03-01,2021,3,22.64,0.19485,Nazareth_Urban,Urban
2021-04-01,2021,4,32.22,0.17709999999999998,Nazareth_Urban,Urban
2021-05-01,2021,5,35.64,0.16485,Nazareth_Urban,Urban
2021-06-01,2021,6,37.23,0.1658,Nazareth_Urban,Urban
2021-07-01,2021,7,39.01,0.1616,Nazareth_Urban,Urban
2021-08-01,2021,8,39.27,0.15739999999999998,Nazareth_Urban,Urban
2021-09-01,2021,9,35.27,0.15445,Nazareth_Urban,Urban
2021-10-01,2021,10,31.41,0.1503,Nazareth_Urban,Urban
2021-11-01,2021,11,25.75,0.18095,Nazareth_Urban,Urban
2021-12-01,2021,12,14.66,0.2403,Nazareth_Urban,Urban
2022-01-01,2022,1,14.07,0.20715,Nazareth_Urban,Urban
2022-02-01,2022,2,17.56,0.1699,Nazareth_Urban,Urban
2022-03-01,2022,3,17.99,0.2592,Nazareth_Urban,Urban
2022-04-01,2022,4,29.59,0.1758,Nazareth_Urban,Urban
2022-05-01,2022,5,33.89,0.1637,Nazareth_Urban,Urban
2022-06-01,2022,6,37.41,0.15515,Nazareth_Urban,Urban
2022-07-01,2022,7,38.81,0.1521,Nazareth_Urban,Urban
2022-08-01,2022,8,36.56,0.1484,Nazareth_Urban,Urban
2022-09-01,2022,9,34.89,0.1481,Nazareth_Urban,Urban
2022-10-01,2022,10,31.12,0.1418,Nazareth_Urban,Urban
2022-11-01,2022,11,24.63,0.17515,Nazareth_Urban,Urban
2022-12-01,2022,12,18.55,0.19545,Nazareth_Urban,Urban
2023-01-01,2023,1,16.73,0.22395,Nazareth_Urban,Urban
2023-02-01,2023,2,17.8,0.17804999999999999,Nazareth_Urban,Urban
2023-03-01,2023,3,23.52,0.1643,Nazareth_Urban,Urban
2023-04-01,2023,4,29.38,0.17185,Nazareth_Urban,Urban
2023-05-01,2023,5,33.81,0.16770000000000002,Nazareth_Urban,Urban
2023-06-01,2023,6,36.69,0.1588,Nazareth_Urban,Urban
2023-07-01,2023,7,39.71,0.14734999999999998,Nazareth_Urban,Urban
2023-08-01,2023,8,36.91,0.15295,Nazareth_Urban,Urban
2023-09-01,2023,9,35.75,0.14995,Nazareth_Urban,Urban
2023-10-01,2023,10,30.18,0.1291,Nazareth_Urban,Urban
2023-11-01,2023,11,26.69,0.1766,Nazareth_Urban,Urban
2023-12-01,2023,12,17.85,0.21715,Nazareth_Urban,Urban
2024-01-01,2024,1,16.05,0.2565,Nazareth_Urban,Urban
2024-02-01,2024,2,16.38,0.19615,Nazareth_Urban,Urban
2024-03-01,2024,3,20.3,0.19874999999999998,Nazareth_Urban,Urban
2024-04-01,2024,4,30.21,0.1744,Nazareth_Urban,Urban
2024-05-01,2024,5,32.13,0.17404999999999998,Nazareth_Urban,Urban
2024-06-01,2024,6,38.08,0.17020000000000002,Nazareth_Urban,Urban
2024-07-01,2024,7,36.78,0.16305,Nazareth_Urban,Urban
2024-08-01,2024,8,34.97,0.15985,Nazareth_Urban,Urban
2024-09-01,2024,9,32.6,0.14784999999999998,Nazareth_Urban,Urban
2024-10-01,2024,10,28.62,0.15055,Nazareth_Urban,Urban
2024-11-01,2024,11,22.0,0.2146,Nazareth_Urban,Urban
2024-12-01,2024,12,16.1,0.20529999999999998,Nazareth_Urban,Urban
2025-01-01,2025,1,13.47,0.22585,Nazareth_Urban,Urban
2025-02-01,2025,2,14.18,0.16105,Nazareth_Urban,Urban
2025-03-01,2025,3,22.54,0.19469999999999998,Nazareth_Urban,Urban
2025-04-01,2025,4,28.18,0.1575,Nazareth_Urban,Urban
2025-05-01,2025,5,32.83,0.1568,Nazareth_Urban,Urban
2025-06-01,2025,6,35.6,0.1537,Nazareth_Urban,Urban
2025-07-01,2025,7,36.16,0.14735,Nazareth_Urban,Urban
2025-08-01,2025,8,33.84,0.14415,Nazareth_Urban,Urban
2025-09-01,2025,9,32.52,0.14765,Nazareth_Urban,Urban
2025-10-01,2025,10,27.63,0.1354,Nazareth_Urban,Urban
2025-11-01,2025,11,24.24,0.18025000000000002,Nazareth_Urban,Urban
2025-12-01,2025,12,14.94,0.19335,Nazareth_Urban,Urban
2026-01-01,2026,1,11.89,0.21835,Nazareth_Urban,Urban
2026-02-01,2026,2,15.89,0.1768,Nazareth_Urban,Urban
2026-03-01,2026,3,15.59,0.17054999999999998,Nazareth_Urban,Urban
2026-04-01,2026,4,25.0,0.17465,Nazareth_Urban,Urban
2026-05-01,2026,5,26.92,0.1707,Nazareth_Urban,Urban
2000-02-01,2000,2,14.76,0.4853,Upper_Galilee_Forest,Forest
2000-03-01,2000,3,18.23,0.5024500000000001,Upper_Galilee_Forest,Forest
2000-04-01,2000,4,23.54,0.5666,Upper_Galilee_Forest,Forest
2000-05-01,2000,5,30.5,0.486,Upper_Galilee_Forest,Forest
2000-06-01,2000,6,34.26,0.43405,Upper_Galilee_Forest,Forest
2000-07-01,2000,7,36.37,0.42615000000000003,Upper_Galilee_Forest,Forest
2000-08-01,2000,8,34.09,0.40195000000000003,Upper_Galilee_Forest,Forest
2000-09-01,2000,9,33.02,0.41164999999999996,Upper_Galilee_Forest,Forest
2000-10-01,2000,10,29.52,0.5161,Upper_Galilee_Forest,Forest
2000-11-01,2000,11,23.63,0.5356,Upper_Galilee_Forest,Forest
2000-12-01,2000,12,16.52,0.5193,Upper_Galilee_Forest,Forest
2001-01-01,2001,1,15.88,0.5828500000000001,Upper_Galilee_Forest,Forest
2001-02-01,2001,2,16.25,0.5859,Upper_Galilee_Forest,Forest
2001-03-01,2001,3,23.25,0.56935,Upper_Galilee_Forest,Forest
2001-04-01,2001,4,26.28,0.4946,Upper_Galilee_Forest,Forest
2001-05-01,2001,5,32.28,0.4464,Upper_Galilee_Forest,Forest
2001-06-01,2001,6,35.84,0.44025000000000003,Upper_Galilee_Forest,Forest
2001-07-01,2001,7,35.41,0.41595000000000004,Upper_Galilee_Forest,Forest
2001-08-01,2001,8,35.14,0.41225,Upper_Galilee_Forest,Forest
2001-09-01,2001,9,32.39,0.43845,Upper_Galilee_Forest,Forest
2001-10-01,2001,10,28.69,0.458,Upper_Galilee_Forest,Forest
2001-11-01,2001,11,21.91,0.48225,Upper_Galilee_Forest,Forest
2001-12-01,2001,12,15.4,0.4929,Upper_Galilee_Forest,Forest
2002-01-01,2002,1,13.81,0.47705,Upper_Galilee_Forest,Forest
2002-02-01,2002,2,18.84,0.54715,Upper_Galilee_Forest,Forest
2002-03-01,2002,3,22.97,0.536,Upper_Galilee_Forest,Forest
2002-04-01,2002,4,22.06,0.6123000000000001,Upper_Galilee_Forest,Forest
2002-05-01,2002,5,29.8,0.5484,Upper_Galilee_Forest,Forest
2002-06-01,2002,6,32.97,0.49835,Upper_Galilee_Forest,Forest
2002-07-01,2002,7,34.18,0.44184999999999997,Upper_Galilee_Forest,Forest
2002-08-01,2002,8,33.98,0.44310000000000005,Upper_Galilee_Forest,Forest
2002-09-01,2002,9,32.66,0.46875,Upper_Galilee_Forest,Forest
2002-10-01,2002,10,29.93,0.4397,Upper_Galilee_Forest,Forest
2002-11-01,2002,11,24.28,0.47140000000000004,Upper_Galilee_Forest,Forest
2002-12-01,2002,12,16.82,0.5488999999999999,Upper_Galilee_Forest,Forest
2003-01-01,2003,1,17.34,0.54705,Upper_Galilee_Forest,Forest
2003-02-01,2003,2,14.13,0.5499499999999999,Upper_Galilee_Forest,Forest
2003-03-01,2003,3,17.1,0.52975,Upper_Galilee_Forest,Forest
2003-04-01,2003,4,23.39,0.6033999999999999,Upper_Galilee_Forest,Forest
2003-05-01,2003,5,31.44,0.5561,Upper_Galilee_Forest,Forest
2003-06-01,2003,6,32.48,0.5098,Upper_Galilee_Forest,Forest
2003-07-01,2003,7,33.33,0.44525000000000003,Upper_Galilee_Forest,Forest
2003-08-01,2003,8,33.82,0.46315,Upper_Galilee_Forest,Forest
2003-09-01,2003,9,31.61,0.48160000000000003,Upper_Galilee_Forest,Forest
2003-10-01,2003,10,29.75,0.4365,Upper_Galilee_Forest,Forest
2003-11-01,2003,11,22.88,0.47345000000000004,Upper_Galilee_Forest,Forest
2003-12-01,2003,12,16.58,0.51305,Upper_Galilee_Forest,Forest
2004-01-01,2004,1,14.66,0.57245,Upper_Galilee_Forest,Forest
